id,title,rating,review
tt7737786,,6,"GREENLAND is the latest Hollywood disaster movie about a world-ending comet striking the Earth and mankind doing their best to avoid it. It goes for a more realistic approach than many; no silly attempts to ward off the disaster here, just people scurrying for safety in one of the few places on the planet that'll protect them. It's a lower budget movie than expected, with just a couple of CGI bits, but in many ways that makes it a tighter and more realistic thriller. The main thrust of the story is about efforts to keep the nuclear family together despite the odds. Gerard Butler is an actor I like and a good lead in this, but the rest of the cast is pretty poor. It's nothing new but it has a good pace to make it quite watchable."
tt7737786,,4,"If you introduce a child's ailment in the first act, it has to be used by the second act. The fingerprints of talentless executives is all over this. Someone said, ""the kid has to be sick so it can be a plot point later."" They also said ""the marriage is on the rocks only to be rejuvenated by the end."" Plus the classic ""The family has to be separated so they can impossibly find each other later."" And don't forget ""There's gotta be an old crank who refuses to leave his home, even though he's going to die.""Someday I'd like to see a disaster movie without all the tired cliches. The challenge is writing a story that doesn't have to rely on ""classic"" tropes."
tt6723592,,7,"A lot of the audience members of Tenet have complained that Tenet is too confusing to enjoy, and that's what unfortunately makes Tenet so unenjoyable at times for me. I already knew that Tenet was supposed to be confusing when going into the movie, so I tried my best to focus and listen, and yet I still got confused. There's a lot of different timelines going on with mashing sub plots, and the film didn't do a great job at explaining everything. Maybe it's just me, but the film was just really hard to follow. I even watched an explanation video, and that was even confusing. The plot is just really complex, and even though I couldn't really follow it the whole time, I still appreciated it because of how smart and deep it is.Aside from the plot, everything is near perfect. The inverted fight scenes were crazy in the best ways possible. There were times where I was just blown away by some of the scenes, and I questioned how Christopher Nolan filmed it Tenet is the first of its kind, and the fact that Christopher Nolan nailed it, I think he deserves some awards for that.Tenet is a really solid movie. With good performances from the actors, great action scenes, amazing direction, and an extremely complex and mind-blowing plot. Tenet deserves nothing less than a 7/10. And if you're going into this film for the first time, then prepare to awake the sixth sense, because this film will destroy every last brain cell."
tt6723592,,7,I'd suggest people read the synopsis on Wikipedia before watching the time. Otherwise it would be too hard to follow. If you're the type of person who enjoys watching a movie multiple times and dissecting it then you'll enjoy Tenet
tt6723592,,7,"On first viewing I will agree with many that the movie is a little difficult to follow . It's a demanding watch on plenty of levels . Where Interstellar and Inception both spent plenty of time throughout the film introducing the science behind it all Tenet ignores it , mostly . They do spell out the concept in a couple of brief scenes but then abandon any science in favour of action .There is plenty of relentless high voltage action if that's your thing and some genuine stunt work was great to see but it all becomes a little pointless if you don't really understand why it's all happening .If you don't like it really loud take some ear plugs . The score is thundering but a little overused for my liking . It is accomplished and brilliant film making but my first impressions were that I just didn't enjoy it as much as some of his previous films . I'll start with a 7 but I believe it has the potential to grow on me . It is a visual treat that's for sure ."
tt6723592,,9,"Trying to take my bias opinion away from my critical, logical opinion. Few people comprehend the immense detail with the story, I don't even comprehend all of it, but now I understand enough to believe that this is Nolan's most elaborate story yet. This is a complicated movie, and complicated in a good way. If you (as an audience) don't enjoy or understand this movie I understand why and I don't blame you, but on the contrary if you do enjoy this movie, if you understand the story, then I understand why you may believe this to be one of the most intelligent films of all time. (BOLD claim). We already knew what to expect with the quality of cinematography, visual, score, and even to a certain extent, the wild plot that Christopher Nolan ALWAYS delivers because he's consistent with all his films. What we received with this film though, was simply unexpected. This wasn't a film like the dark knight which provides authenticity to a sci-fi world, or even inception which provided clarity after simple attention. This is a film that is intended to be searched, discovered, thought of, looked at, and inspected in every way possible. And yet, this a film intended to give no easy answers, no simple clarity, no instant gratification. This is a film that wants to defy the odds of films by building curiosity over time rather than losing it. Overall I have a lot to discover, a lot to learn, and a lot to understand from this film, yet I'm extremely pleased with its performance in most categories a film has to offer."
tt6723592,,,"Many reviewers say you have to watch this movie multiple times to really get it all. No, I won't do that. I say a good movie is understandable with one viewing where the viewer is paying attention.This is a relatively simple story, told in a complex manner with lots of special effects and aggressive sound track. Our future civilization has figured a way to interact with the past and now, in our PRESENT they intend to correct a problem we caused them, and if necessary destroy the world as we know it. So the PRESENT day leaders have to prevent that.My wife and I watched it on a 2-disc DVD set from our public library. Much of the dialog is difficult to understand because the actors often fail to enunciate, so I had to turn on subtitles about half-way through. The second DVD is filled with extras.It is a pretty good, entertaining movie, but often very confusing. I would not put it in the top tier of favorite movies. Nolan's ""Inception"" for example is a much better movie."
tt6723592,,8,"I've seen a lot of hate for Tenet, but I honestly believe the movie will age very well, and a lot of the people who hate it now will come to realize just how ahead of its time it is. I will admit that it prioritizes concept over plot and character, and hard-to-hear dialogue has become a recurring problem for Nolan. But the movie is great, and I like it more the more I think about it. You don't need to be super smart to understand it, as some diehard Nolan fans claim, but I believe you do need to be fascinated enough by the philosophy of time to make it a pleasant experience. Without that, I think the movie will bore you and that boredom will probably lead you to miss some key points needed to fill in the puzzle. Filling in the puzzle doesn't mean you'll like it though, because this movie is an experimental thriller disguised as a blockbuster, which is not what people expected.Hey, maybe I'm wrong, but I expect the love for this movie will grow over the years."
tt6723592,,6,"In order to create a good futurist/science fiction film, we need to play by some rules. First of all, if there is technology that is pivotal to the story, it behooves the writer or producer to let us know how it works. Also, what it does, exactly. This movie, while quite electrifying, doesn't bother. There is a type of time device that allows one to turn things backward, to reverse entropy, which we know will be the end of the world. Once this device, which is badly explained, becomes the focus, the movie travels through paths already seen a hundred times. It is all shooting, chasing, fighting, with enough explosions to fill up an hour. I looked forward to this but by the time I'd made through thirty minutes I was utterly bewildered. And don't tell me to watch it again. It should explain itself in one viewing.."
tt6723592,,8,"I'm not gonna lie, first viewing was a big letdown. As a Nolan fan myself, I was shocked to see what I considered ""annoying bad"" writing and sound design. The sound design still is a problem as of writing this, but upon second viewing, it was like a little switch flicked on every time I saw something I didn't understand from the last viewing. The little details that I considered bad writing suddenly seemed like an obvious answer. The cheesy parts I thought were, well cheesy, had so much more depth. I'm not going to spoil it, but thinking about The Protagonist and Neil makes me feel so many emotions that upon second viewing never made me feel the way I did, truly beautiful. No movie is perfect, this one definitely isn't perfect. This is no Dunkirk or Inception, but I guarantee this movie will make you use your brain."
tt6723592,,7,"I am a massive fan of Christopher Nolan and all his work. This film, for me, was fantastic and everything I would want from a Nolan film. However, my girlfriend was completely confused and could not continue watching as the concepts and issues tackled in the film was so complex and the explanation was patchy at best. Great for movie fans and those who like complex story lines, not great for anyone who wants a casual experience."
tt6723592,,8,"I have a huge amount of respect for director Christopher Nolan. His recent films Inception, Interstellar, and Dunkirk are three of the best things I've ever seen on film and I automatically want to see whatever new production he comes out with. So, I'm just back from the theater having seen Tenet for the first time (I'm pretty sure there will be a second and third time) and in one sense I have no idea what rating to give. At a minimum it would be worth at least 6/10 for its technical quality alone. But it might be 10/10 for the quality of its fiendishly intricate storyline, which leaves your head spinning by the end. But it' s not without a few problems (see below). So, OK -- 8/10 it is.Among Nolan's previous works I'd say 'Tenet' owes the most to 'Inception' for its complex, ever-shifting, multilayered plot. For Inception it was the Russian-doll dreamworlds within dreamworlds. For Tenet, it's playing with time and time reversal (as you see from any trailer or synopsis out there). We've had any number of time-travel movies before, and one sure thing they're good for is setting up paradoxes, but the way Nolan deploys this on screen is at times genuinely and startlingly new (as just one example, there's a car chase on a busy freeway where one car is speeding backwards but time-reversed, so from its POV it's racing forward, which is why it can travel that fast driving backward ... and there are many more scenes that I won't spoil.) There are things here we've never seen on screen before.In the barest of bare-bones summary, the plot is all about a hunt for The Algorithm, something that enables this messing with the timeline The uber-evil Andrei (Kenneth Branagh) aims to use it to start WW III, or even (in a total burst of nihilism) ring down the curtain on all of reality. The shadowy team called Tenet aims to stop this. Keep up with it if you can. On the surface, it's an excellent James Bond imitation. Exposition scenes are followed by thunderous action, rinse, repeat -- pretty much from start to finish. How confused you are at any given moment depends (like Inception) on how many questions are running through your mind: why are we in THIS location now, who's doing what to whom, and what precisely are the characters after? The overall impression, though (again, like Inception) is that there IS substance underneath the high-octane surface and that repeated viewings and study will bring it out. We'll see.So the production quality is, as usual for Nolan, first-rate. There are big, bravura scenes (wait till you see the big opener in a concert hall) but plenty of close, person-to-person ones to balance. One thing that might be a little jarring is that the scene-to-scene transitions are extremely abrupt and extremely frequent, and I assume that's deliberate -- there's no time for viewers to think even if we want to. But I'll accept that as a feature rather than a bug. The overall flow isn't necessarily helped by the music score (by Ludwig Goransson), which is epic but also insistent and omnipresent. Too much of a good thing. Lots of the personal scenes would just have worked better for me with no background score stepping on the dialog.For the acting: I thought John David Washington (as The Protagonist) was OK but rather wooden, and he's on screen most of the time. I kept visualizing Will Smith in the part instead -- but maybe he'd have taken over the movie too much and that's not the result Nolan wanted? I don't know. But I liked Robert Pattinson and Elizabeth Debicki quite a lot. They both have substantial, essential roles and they have more nuance and humanity than anything they've done before. Kenneth Branagh still can't do a good Russian accent (though to be fair, not many native-English actors can) and although he's fine, I think as an actor he's much better suited to Shakespeare or Hercule Poirot. There's a big cast of smaller roles (among which is the always-welcome Michael Caine), adding to the difficulty of keeping up with what's developing.So there it is. I'm looking forward to figuring out more of what's under the hood of this thing."
tt6723592,,6,"I'm a big fan of Nolan and having some complexity to movies but it should not be the whole plot, if you don't take into account the time reverse thing the movie is really empty and it's just a bad action movie. The time thing is not interesting enough to be the whole movie. The scene that are supposed to at suspense don't have your attention because you are trying to understand the plot. The acting isn't great, the character are not putting emotion into it, and I thing the form of the movies where it never stop is not letting them doing anything. Overall it's not that bad of a movie but it's too complicated and the actor are not helping it at all."
tt6723592,,9,"If you want to enjoy an intriguing and interesting film which does tribute to many genres and film-making techniques, then TENET is a great choice.My IMAX experience:
A bit of a headache at start but 20min later the headache gets bigger. About 1 hour in the film, it turns into a migraine. And about 1h 45m in, the head explodes!So... I had to go again and watch it.The 2nd time was very rewarding. No headache and i could see through many details and respect the effort making this film.Overall, this is an outstanding filmmaking effort by Nolan and Co. There is almost no green screen mambo-jumbo, real stunts are a fact and you can enjoy a plot which will keep you thinking what the hell is happening at 50% of the film. Rewatching is also fun; I had the pleasure to watch it in IMAX twice (it's all shot in IMAX cameras btw).Kudos to the score, it really coated the action and the entire film in a fantastic way, keeping pace at all times.I don't think I have seen something similar before in terms of non-linear filmmaking and although I was very confused at start, I got into it halfway through and that was very rewarding.Now I guess many of you are still confused.I was too. But once you figure it out, it all makes sense. Except some nonsense.9/10, good solid film."
tt6723592,,6,Listen we all know Nolan swings for the fences of what's possible and pushes the realms of normality. This film for whatever reason just doesn't mesh together the way most of his films do even with complex suspension of disbelief aspects. It's often scattered and juxtaposed to a near outrageous level. The visuals are spectacular at times but also seem way too extravagant to take seriously other times. Robert Pattinson is flawless and probably the standout of the film with his vigorous performance. The same cannot be said about John David Washington's barren and emotionless lack of effort. I can't believe he was given the starring role. He brings the interest level down to almost unwatchable levels. Overall this is one of Nolan's rare misfires which he is capable of once in awhile.
tt6723592,,5,"Tenet could have been a good film if only the basic theme of time inversion had been woven into an intelligent plot. But even Nolan now seems to have to resort to platitudes and stereotypes in the style of James Bond or other third-rate villain films, as all his creativity has already been used up. The fact that someone wants to destroy the world again is boring enough. But the fact that his motivation is now a mix of ""people deserve to die because they are destroying the environment"" with ""if I can't have the world, nobody should have it"" is pretty weak. And completely implausible. A murderous arms dealer with an oversized private yacht, helicopters and God knows what else is actually talking about environmental destruction!In addition, Tenet - despite the supposed threat to all of humanity - gets lost in a tired side plot about the arms dealer's wife. When billions of lives are at stake, a woman, especially one who also has enough dirt on her hands, is probably dispensable. I couldn't sympathize for a second with the alleged suffering of this woman. She married an arms dealer for the money and because he enabled her a carefree life of wealth. Despite knowing about his murderous business dealings, she looked the other way so that she could continue living her beautiful life. But when her husband then also becomes aggressive towards her and uses their son as leverage, she finally understands what she has let herself in for. Sorry, but no pity from me. If you sleep with the devil, you shouldn't be surprised to wake up in hell the next morning.And I can't help it. Some of these time inversions just don't make sense. When the final pincer attack takes place and one group is time inversed, why do both groups attack at the same time? One group should have attacked ten minutes earlier than the other, since one group is moving back in time. Also: yes, it might help the film to distinguish what is going on and who is actually who at the end. But did the portrayal really have to be so foolproof? Red for normal time, blue for inverse time? Even the numbers on the clocks were different colors, as were the different time chambers or the cargo containers in which the squads were flown in. And because that apparently wasn't enough, some smart guy came up with the idea of giving the time-inverted people oxygen masks so that at the end everyone would know for sure who was marching forwards or backwards through time. By the way: They cannot breathe oxygen because then it would be time inversed for them. But they can apparently eat and drink...And the scientist who created this device seems to have been a very intelligent one. If she wanted to destroy this technology forever, why did she hide the individual parts and, above all, why did she hide them in places where they could be recovered eventually? She would have been better off throwing them into the depths of the oceans or just blowing them up with all the records. What utter nonsense. And please - this ridiculous algorithm prop is a joke. Can it get any worse? There are videos on YouTube with better film props made of EVA foam than this monstrous THING that was made for a multi-million dollar film.The film seems incomplete to me. The protagonist remains pale (also due to the below-average acting performance of the main lead). There is no background story. He is catapulted directly into the action. I didn't get any connection to him. It seems to me that the idea of this time inversion fascinated everyone involved in this film so much that they forgot to create a great film with a great story around this interesting idea.And this absolutely miserable film score and sound design is an outrage."
tt6723592,,,"I respect the cinematic art that is Tenet. It's just something you experience- and if you try to follow the plot it will be confusing. But in this case, that confusion is intentional and one thing is obvious, this film is an intentional well planned out vision of Christopher Nolan. That confidence and certainty of a director is what you respect. Many great filmmakers make strange mind bending films. I think the action in Tenet was entertaining and the concept was interesting. But I feel it came up short given the storytelling ability of Christopher Nolan.I think a top tier director like Nolan has a responsibility to level the tension. A film that's super intense for 2 1/2 hours straight is stressful. The audience has to do a lot of work to try to figure out what's going on and it's exhausting. You need to pull back and let some of it simmer. I think Nolan has entered the echo chamber stage of his career. No one's going to tell him no, or that somethings not right.**this paragraph doesn't have spoilers per say, as no one knows what this film is really about- but it you haven't seen the film, spoiler alert. I feel the Indian lady (aka oracle master weapons dealer) was flat and her entire subplot could have been cut out. And I wished the opening opera scene tied into the plot more- and I think there was too much plot being revealed through dialogue. The actors were having to explain the plot- and it still didn't make sense even to them! HahaI did enjoy it. Judging on a Nolan curve, I would give it a B+. I think it's probably his fourth best film. They will probably shower it with Oscars, but 10 years from now I don't think anybody's going to be quoting Tenant or talking about it, because it's unclear what it was about- without having it explained to you in a director's commentary. And Inception and Interstellar both played with time better than Tenet.Even though it was clearly visionary, a unique piece of art that plays with the rules of the medium and the backwards action stuff was innovative... in the end, the bad guy wasn't charismatic enough and the good guys were too busy explaining the world to each other, and the ending wasn't amazing. But it was highly entertaining and that's all you can ask for."
tt6723592,,9,"As this will be non-spoiler, I can't say too much about the story. However, what I can is this: Tenet's story is quite dynamic in the sense that you won't understand it till it wants you to. So, for the first half, your brain is fighting for hints and pieces to puzzle together the story. It isn't until halfway through the movie that Tenet invites you to the fantastic storytelling by Christopher Nolan.Acting is beyond phenomenal, and I'd be genuinely surprised if neither Robert Pattinson nor John David Washington doesn't receive an Oscar nomination for best actor. It's also hard not to mention how good Elizabeth Debicki and Aaron Johnson both are. All around, great acting, and the dialogue amps up the quality of the movie.The idea of this movie is damn fascinating, and while there are films that explore time-travelling, there's never been anything quite like this. It has such a beautiful charm and for the most part, explains everything thoroughly. It feels so much more complex than any form of time-travelling we've seen, and no less could've been expected from Nolan.Oh my lord, the score for this film fits so perfectly. Every scene that's meant to feel intense was amped by a hundred because of how good the score was. Let me just say though, none of them will be found iconic, but they fit the story and scenes so well.In the end, I walked out, feeling very satisfied. Nevertheless, I do have issues with the film that I cannot really express without spoiling bits of the story. There are definitely little inconsistencies that I found myself uncovering as the story progressed. However, I only had one issue that I found impacted my enjoyment. That issue was understanding some of the dialogue. No, not in the sense that the movie is too complicated, but more that it was hard to make out was being said at times. It felt like the movie required subtitles, but that probably was because, at a time in the film, there was far too much exposition.Nevertheless, I loved this film, I'll be watching it at least two more times, and I think most of you in this group will enjoy it. I definitely suggest watching it in theatres if possible, just so you can get that excitement.(4/5) & (8.5/10) for those that care about number scores."
tt6723592,,9,"If you can, get to a cinema and watch Tenet.If you can, watch it in IMAX.If you can, watch it twice.The film takes reality and plays it backwards and forwards at the same time. A mind bending, action packed experience like never seen in cinema before."
tt6723592,,6,"I wrote a small essay in order to keep up with the story and even then, only by the skin of my teeth.But then, in the final few minutes, when the big bad thing has seemingly been avoided, I was in a maze of incomprehensibility again.This film is all about the ying and yang, how everything needs balance, but Nolan failed to see that the ability to follow this story also needs the same balance. Travel far enough and you'll come back on yourself, bury your hand in ice, it will feel like it's burning... make a film that is so intelligent... it's dumb again.Nolan has been given the impression that the audience are smart: they could cope with Inception, yup, it was great. But then Nolan must have thought ""so, the audience can follow complex plot-lines... of any complexity"" and forgot that we are not in his head and being lost in his own bubble.A couple of moments in the film throw us totally off and require many re-watches to figure out but some are dumb: at one point, our uninspiring protagonist (why this actor?!) shoots at himself and nothing can explain that away. He is trying to kill himself...?!And then there are the masks: pretty much our only clear indication that things are running in reverse. But Nolan mucks around with that concept too, confusing us further.You can have too much intelligence. You can have too much of anything.Unsatisfying.Oh, and stop it with the ""saving one person against the world"" thing. We get it. It's been done."
tt6723592,,10,One of Christopher Nolan's most fascinating movies yet . The inversion concept is unique & outstanding. The performances are excellent. The cinematography is super. Some scenes are simply breath taking. It's a visual art. The action and practical effects are incredible. It does require a lot of concentration and possibly multiple watches.
tt6723592,,6,Though I'm Still planning on wasting some five more hours of my life
